Unnamed: 0,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
149.0,5788.0,خالد عجاج,انا مالى,احمد شتا,خالد جنيدي,3.0,و انا مالي و مالك انا بشتاقلك انا معرفش ازاي,Egypt,Egyptian
150.0,5788.0,خالد عجاج,انا مالى,احمد شتا,خالد جنيدي,4.0,حبيتك قوي و القلب القوي اهو راح عندك مش جاي,Egypt,Egyptian
0.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,1.0,هلت القمرة علينا من شمال ومن جنوب,Kuwait,Gulf
1.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,2.0,نورها نور علينا مثل هبات الهبوب,Kuwait,Gulf
2.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,3.0,هب السعد هبايب الرياحي,Kuwait,Gulf
3.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,4.0,يا شاريه العباد والصلاحي,Kuwait,Gulf
4.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,5.0,شهبت قرتها بهوى السهيل البازج,Kuwait,Gulf
5.0,25794.0,ابراهيم دشتي,هب السعد,غير معروف,غير معروف,6.0,قطن يديد الما هوى الميزاني,Kuwait,Gulf
6.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,1.0,إذا عصبت اقول أشياء ما أقصدها أنا آسف,Kuwait,Gulf
7.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,2.0,وأنت من تهاتيني ولا عمرك زعلت مني,Kuwait,Gulf
8.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,3.0,آسف آسف,Kuwait,Gulf
9.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,4.0,ما ابي انحرم منك تضيع مني هالعواطف,Kuwait,Gulf
10.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,5.0,أبتغير بكون أهدى وإذا أخطيت تحملني,Kuwait,Gulf
11.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,6.0,ما ابي أجرحك لو يوم إنت اجرحني مايخالف,Kuwait,Gulf
12.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,7.0,أبعذرك من غير كلمة، هالحب إنت معلمني,Kuwait,Gulf
13.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,8.0,انا ما عشت قبل حبك معك يا زين السوالف,Kuwait,Gulf
14.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,9.0,احب حبك واحب قلبك واحس انك تكملني,Kuwait,Gulf
15.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,10.0,آسف آسف,Kuwait,Gulf
16.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,11.0,جعلك ما تنام مجروح ولا تعبان ولا خايف,Kuwait,Gulf
17.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,12.0,لو اخسرك شيصير فيني عسى ربي ما يحرمني,Kuwait,Gulf
18.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,13.0,يعني مستحيل ارضى بالفرقة وانا حالف,Kuwait,Gulf
19.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,14.0,محبتنا تعيش فيني تعيش لو حتى تذبحني,Kuwait,Gulf
20.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,15.0,انا لو طحت وسط ظلمة تلقاك جنبي تكون واقف,Kuwait,Gulf
21.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,16.0,اتبسم واقول الله ياكيف حبك مذوبني,Kuwait,Gulf
22.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,17.0,آسف آسف,Kuwait,Gulf
23.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,18.0,انا لو رحت للجنة ابيك وياي وانت عارف,Kuwait,Gulf
24.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,19.0,غلا حبك دفا قربك هدية رب منعمني,Kuwait,Gulf
25.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,20.0,مابي نفترق لحظة احبك مثل ما شايف,Kuwait,Gulf
26.0,1364.0,الانين,اذا عصبت,غير معروف,غير معروف,21.0,ابشكرك على حبك تراك بالحيل مدللني,Kuwait,Gulf
27.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,1.0,وقت مضى,Kuwait,Gulf
28.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,2.0,الله على وقت مضى من زماني,Kuwait,Gulf
29.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,3.0,يومك قريب من عيوني واشوفك,Kuwait,Gulf
30.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,4.0,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
31.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,5.0,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
32.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,6.0,ودان واليل دان دانه ودانه حبيبي..,Kuwait,Gulf
33.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,7.0,ابعدت عني بالغلى والاماني,Kuwait,Gulf
34.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,8.0,مدري جفا والا قسى الحب خوفك,Kuwait,Gulf
35.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,9.0,اسرفت في هجري وانا منك اعاني,Kuwait,Gulf
36.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,10.0,كنك قريب وكن عيني تحوفك,Kuwait,Gulf
37.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,11.0,الله على وقت مضى من زماني,Kuwait,Gulf
38.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,12.0,يومك قريب من عيوني واشوفك,Kuwait,Gulf
39.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,13.0,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
40.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,14.0,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
41.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,15.0,ودان واليل دان دانه ودانه حبيبي,Kuwait,Gulf
42.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,16.0,ليت الليالي وصلها ما نساني,Kuwait,Gulf
43.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,17.0,او ليت قلبك ما نساه معروفك,Kuwait,Gulf
44.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,18.0,ارجع وعاهدني على الحب ثاني,Kuwait,Gulf
45.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,19.0,شمس الوفا لا يحجبها كسوفك,Kuwait,Gulf
46.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,20.0,الله على وقت مضى من زماني,Kuwait,Gulf
47.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,21.0,يومك قريب من عيوني واشوفك,Kuwait,Gulf
48.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,22.0,كان لي حياتي بالهنا طعم ثاني,Kuwait,Gulf
49.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,23.0,واليوم تشكي لي خوافي ظروفك,Kuwait,Gulf
50.0,27027.0,إبراهيم التميمي,وقت مضى,غير معروف,غير معروف,24.0,ودان واليل دان دانه ودانه حبيبي,Kuwait,Gulf
51.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,1.0,مستحيل حب ثاني يسكن قلبي وانت بعيـــــــــد,Kuwait,Gulf
52.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,2.0,مستحيل افكر بأحد غيرك وفـ حب جديـــــــــــد,Kuwait,Gulf
53.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,3.0,ياما ناس فرقونا ووعدتك ببقى يمك مهما صار,Kuwait,Gulf
54.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,4.0,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
55.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,5.0,يا نو عيوني مهما يلوموني حبك غير بعينـــــــــــي والله,Kuwait,Gulf
56.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,6.0,اسمك يا غالي ما غيره فـ بالي مهما يصير حبيبـــي والله,Kuwait,Gulf
57.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,7.0,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
58.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,8.0,يا احلى طاري مقدر اداري قلبي الشوق فضحنـــــي والله,Kuwait,Gulf
59.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,9.0,خطواتك دربي يا مالك قلبي شلون انساك يا غالــــي والله,Kuwait,Gulf
60.0,6115.0,حمود ناصر,انت عالبال,غير معروف,غير معروف,10.0,انت عالبال يا عيوني غيرك ما طال جفونـــــــي,Kuwait,Gulf
61.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,1.0,مشتاق مشتاق,Kuwait,Gulf
62.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,2.0,حيل تعبني مشتاق,Kuwait,Gulf
63.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,3.0,والوله بلقلب حراق,Kuwait,Gulf
64.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,4.0,يبوه بلحال,Kuwait,Gulf
65.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,5.0,من وين من وين,Kuwait,Gulf
66.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,6.0,القاه انا من وين,Kuwait,Gulf
67.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,7.0,قلبي لوا ادموع العين,Kuwait,Gulf
68.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,8.0,غيابه طال,Kuwait,Gulf
69.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,9.0,مشتاق مشتاق,Kuwait,Gulf
70.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,10.0,حيل تعبني مشتاق,Kuwait,Gulf
71.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,11.0,والوله بلقلب حراق,Kuwait,Gulf
72.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,12.0,يبوه بلحال,Kuwait,Gulf
73.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,13.0,من وين من وين,Kuwait,Gulf
74.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,14.0,القاه انا من وين,Kuwait,Gulf
75.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,15.0,قلبي لو ادموع العين,Kuwait,Gulf
76.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,16.0,غيابه طال,Kuwait,Gulf
77.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,17.0,كافي كافي كافي,Kuwait,Gulf
78.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,18.0,هم وغم كافي,Kuwait,Gulf
79.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,19.0,مافي مافي,Kuwait,Gulf
80.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,20.0,حد يحس,Kuwait,Gulf
81.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,21.0,مافي مافي,Kuwait,Gulf
82.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,22.0,سهرني وبكاني,Kuwait,Gulf
83.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,23.0,من يوم غاب وراح,Kuwait,Gulf
84.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,24.0,تعبني وخلاني,Kuwait,Gulf
85.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,25.0,اعيش انا بجراح,Kuwait,Gulf
86.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,26.0,من وين من وين,Kuwait,Gulf
87.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,27.0,القاه انا من وين,Kuwait,Gulf
88.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,28.0,قلبي ول ادموع العين,Kuwait,Gulf
89.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,29.0,غيابه طال,Kuwait,Gulf
90.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,30.0,فاقده وفاقد احساسه,Kuwait,Gulf
91.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,31.0,لوبعيد قلبي يحسه,Kuwait,Gulf
92.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,32.0,كافي فراق قولوله بسه,Kuwait,Gulf
93.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,33.0,قولوله قلبي اشتاق,Kuwait,Gulf
94.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,34.0,فاقده وفاقد حسه,Kuwait,Gulf
95.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,35.0,لوبعيد قلبي بحسه,Kuwait,Gulf
96.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,36.0,كافي فراق قولوله بسه,Kuwait,Gulf
97.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,37.0,قولوله قلبي اشتاق,Kuwait,Gulf
98.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,38.0,اتهل اتهل كل دمعه باسمه تهل,Kuwait,Gulf
99.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,39.0,نسى كلشي وماسال,Kuwait,Gulf
100.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,40.0,شالحل معاها شالحال,Kuwait,Gulf
101.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,41.0,حرام حرام,Kuwait,Gulf
102.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,42.0,شوفو حالي ياحرام,Kuwait,Gulf
103.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,43.0,عيني ماقامت تنام,Kuwait,Gulf
104.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,44.0,محتاج هواا,Kuwait,Gulf
105.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,45.0,اتهل اتهل كل دمعه باسمه تهل,Kuwait,Gulf
106.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,46.0,نسى كلشي وماسال,Kuwait,Gulf
107.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,47.0,شالحل معاها شالحال,Kuwait,Gulf
108.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,48.0,حرام حرام,Kuwait,Gulf
109.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,49.0,شوفو حالي ياحرام,Kuwait,Gulf
110.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,50.0,عيني ماقامت تنام,Kuwait,Gulf
111.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,51.0,محتاج هواا,Kuwait,Gulf
112.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,52.0,كافي كافي كافي,Kuwait,Gulf
113.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,53.0,هم وغم كافي,Kuwait,Gulf
114.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,54.0,مافي مافي,Kuwait,Gulf
115.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,55.0,حد يحس,Kuwait,Gulf
116.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,56.0,مافي مافي,Kuwait,Gulf
117.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,57.0,سهرني وبكاني,Kuwait,Gulf
118.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,58.0,من يوم غاب وراح,Kuwait,Gulf
119.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,59.0,تعبني وخلاني,Kuwait,Gulf
120.0,23867.0,خالد بو صخر,مشتاق مشتاق,بدر الشعيبي,بدر الشعيبي,60.0,اعيش انا بجراح,Kuwait,Gulf
121.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,1.0,تبطي تلاقي مثل قلبي يا حبيبي بدنياك,Kuwait,Gulf
122.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,2.0,ياللي الخيانة واضحة وباينه في عيونك,Kuwait,Gulf
123.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,3.0,بالحالتين إن رحت وإلا إن جيتني حياك,Kuwait,Gulf
124.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,4.0,صدقني ما توقف حياتي يا حياتي بدونك,Kuwait,Gulf
125.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,5.0,المرجله إني رغم حبي لك قررت أنساك,Kuwait,Gulf
126.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,6.0,وأنسى رداك وعشرتك وما أهتم في شؤونك,Kuwait,Gulf
127.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,7.0,كل الغلط من قلبي حب مثلك لين علام,Kuwait,Gulf
128.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,8.0,تصدق أصلاً إنت تستحق من يخونك,Kuwait,Gulf
129.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,9.0,تبطي تلاقي مثل قلبي يا حبيبي بدنياك,Kuwait,Gulf
130.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,10.0,ببقى أنا ببقى معاك أبقى أنا وبلياك,Kuwait,Gulf
131.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,11.0,حتى ولو صحراي تفقد الكرم من مزونك,Kuwait,Gulf
132.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,12.0,مثل الذهب صافي أنا مثل الذهب وياك,Kuwait,Gulf
133.0,7386.0,حمد القطان,ببقي,احمد الصانع,حمد القطان,13.0,يإللي مع الأيام غيرت طبعك ولونك,Kuwait,Gulf
134.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,1.0,عساك تذكر ليالينا,Kuwait,Gulf
135.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,2.0,سوالفنا وغناوينا,Kuwait,Gulf
136.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,3.0,في بعدك كم بكت الغيوم,Kuwait,Gulf
137.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,4.0,مطر أخفاها ضوا النجوم,Kuwait,Gulf
138.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,5.0,ولا طارت في السما أي طير,Kuwait,Gulf
139.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,6.0,بعد ما طالت أسفارك,Kuwait,Gulf
140.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,7.0,أنا حاير ورا أحبارك,Kuwait,Gulf
141.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,8.0,يا شاغل بالي وفكري,Kuwait,Gulf
142.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,9.0,في كل لحظة علي تطري,Kuwait,Gulf
143.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,10.0,آآه معك حياتي غير,Kuwait,Gulf
144.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,11.0,عساك بخير,Kuwait,Gulf
145.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,12.0,متى هالغربة تنهيها,Kuwait,Gulf
146.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,13.0,متى عينيك ألاقيها,Kuwait,Gulf
147.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,14.0,بدونك حالتي حالة,Kuwait,Gulf
148.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,15.0,ترى قربي أنا أسعالا,Kuwait,Gulf
149.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,16.0,في بعد ما أشوف الخير,Kuwait,Gulf
150.0,16675.0,حمود ناصر,عساك بخير,غير معروف,غير معروف,17.0,عساك بخير .. عساك بخير,Kuwait,Gulf
0.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,1.0,اقيس محاسنك بمن,Sudan,Sudan
1.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,2.0,ياالدرة الماليك تمن,Sudan,Sudan
2.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,3.0,والله نور عيني نور الزمن,Sudan,Sudan
3.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,4.0,ما شوفنا في طول الزمن,Sudan,Sudan
4.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,5.0,سواك بدري في داخل كمن,Sudan,Sudan
5.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,6.0,الانوار يتزاحمن,Sudan,Sudan
6.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,7.0,في خدودك اخدن امن,Sudan,Sudan
7.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,8.0,ومن فاهك يتقسمن,Sudan,Sudan
8.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,9.0,بروق في بروق يتقسمن,Sudan,Sudan
9.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,10.0,دي الدنيا أم جنة عدن,Sudan,Sudan
10.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,11.0,شوفنا ملاك لابس بدن,Sudan,Sudan
11.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,12.0,انسان لكن مفرداً,Sudan,Sudan
12.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,13.0,حاز النور حاز اللدن,Sudan,Sudan
13.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,14.0,غصنه مهفهف أملداً,Sudan,Sudan
14.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,15.0,وهيبة اسد في عيون شدن,Sudan,Sudan
15.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,16.0,يالجبرة المازجة العجن,Sudan,Sudan
16.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,17.0,جبينك زي فلق الدجن,Sudan,Sudan
17.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,18.0,وجسمك بالطيب أنعجن,Sudan,Sudan
18.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,19.0,اذا النسمات بيك عرجن,Sudan,Sudan
19.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,20.0,طبقات الجو يتأرجحن,Sudan,Sudan
20.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,21.0,والانفس يتهيجن,Sudan,Sudan
21.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,22.0,أنت نرجس من الوسن,Sudan,Sudan
22.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,23.0,لعيونها الأعين جسن,Sudan,Sudan
23.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,24.0,وأن آية الحسن الأسن,Sudan,Sudan
24.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,25.0,وغصون الروض يتمايسن,Sudan,Sudan
25.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,26.0,في ذاك الزي الحسن,Sudan,Sudan
26.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,27.0,وكل حُسن مالك حَسن,Sudan,Sudan
27.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,28.0,روضك زي عارضين صفن,Sudan,Sudan
28.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,29.0,حلال سحرك ماسحر فن,Sudan,Sudan
29.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,30.0,كواكب النور البلصفن,Sudan,Sudan
30.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,31.0,بصفاتك ما أتوصفن,Sudan,Sudan
31.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,32.0,بدور الكون لوينصفن,Sudan,Sudan
32.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,33.0,يسجدن ليك مايكون وفن,Sudan,Sudan
33.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,34.0,فيك عيون الرائين يرن,Sudan,Sudan
34.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,35.0,محاسن بالحسن إزدرن,Sudan,Sudan
35.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,36.0,ومهما أفكارهم يكبرن,Sudan,Sudan
36.0,2489.0,اسماء الشيخ,اقيس محاسنك بمن,غير معروف,غير معروف,37.0,زي حسنك مايعبرن,Sudan,Sudan
